type_rumor;title;date;content
"DESINFORMATION";"Le monde change";"Novembre 2010";"Le monde est en train de changer ! Pas de musique de fond afin de ne pas troubler votre lecture Le leg culturel au niveau mondial dont vos enfants heriteront sera extremement different de ce qu'il est aujourd'hui Vous allez assister à un etat des lieux sur les changements demographiques de la planete Selon des etudes pour qu'une culture perdure plus de 25 ans, il doit y avoir un taux de fertilité obligatoire de 2,11 enfants par famille.Si ce taux est inferieur, la culture decline Historiquement aucune culture n'a jamais inversé ce processus d'un taux de fertilité de 1,9 .A un taux de 1,3 il est impossible d'inverser ce processus parce que ça prendrait de 80 à 100 ans pour etre corrigé et qu'il n'y a aucun modele economique pour soutenir une culture durant cette periode En d'autres termes, si 2 couples de parents ont chacun 1 enfant, il y aura moitié moins d'enfants que de parents et si chacun de ces enfants a 1 enfant, il y aura un seul petit enfant pour 4 grands parents si seulement 1 millions de bébés sont nés en 2009, il sera difficile d'avoir 2 millions d'adultes à l'horizon 2026 Quand une population decline, la culture le fait egalement .... en 2007, le taux de fertilité: en france etait de 1,8 en angleterre 1,6  en grece 1,3  en allemagne 1,3  en italie 1,2  en espagne 1,1 Dans une union europeenne se composant de 31 pays,  le taux de fertilité est un petit 1,38 Des etudes historiques nous disent que ce nombre est impossible à corriger Dans quelques années , l'Europe telle que nous la connaissons aura cessé d'exister Pourtant, jusqu'à present la population de l'Europe ne diminue pas Pourquoi ? A cause de l'immigration musulmane... Parmi toutes les augmentations de population en Europe depuis 1990, 90/100 l'ont été du fait d'une immigration musulmane. En France, Francais d'origine, 1,8 enfants par famille, Musulmans 8,1 par famille !! Dans le sud de la France, traditionnellement une des zones du monde ou il y avait le plus d’Églises, il y a actuellement plus de mosquées que d’Églises. Dans les plus grandes villes comme Nice, Marseille et Paris, ce nombre atteint 45/100 En 2027, 1 français sur 5 sera musulman Dans juste 39ans,  la France sera une République islamique... Ces 30 dernières années, la population musulmane de grande Bretagne est passée de 82000 à 2,1 millions... Une multiplication par 30 Au Pays Bas 50/100 des nouveaux nés sont musulmans et dans seulement 15 ans, la moitié de la population des Pays Bas sera musulmane En Russie, il y a plus de 23 millions de musulmans, soit 1 russe sur 5 ...  40/100 de l'armée russe sera musulmane dans seulement quelques années . Actuellement en Belgique, 25/100 de la population et 5/100 de tous les nouveaux nés sont musulmans Le gouvernement belge a déclaré qu'un tiers de tous les enfants nés en Europe en 2025 naitront dans une famille musulmane Le gouvernement allemand, le premier à en avoir parlé ouvertement a recemment declaré :  le declin de la population allemande ne peut plus etre arreté.Cette spirale regressive ne peut plus etre inversée... L'Allemagne sera un etat islamique aux alentours de l'année 2050 Kadhafi, le leader libyen a dit : il y a des signes qu'Allah va accorder une immense victoire à l'Islam en Europe, sans épées, sans fusils, sans conquête . Nous n'avons pas besoin de terroristes, nous n'avons pas besoin de kamikazes ... Les quelques 50 millions de musulmans qui vivent en Europe en feront un continent musulman dans seulement quelques dizaines d'années ... Il y a actuellement 52 millions de musulmans en Europe Le gouvernement allemand a dit qu'il faut s'attendre à ce que le nombre double dans les 20 prochaines années, soit 104 millions ... Sur le continent américain, les chiffres nous racontent la même histoire. Actuellement le taux de fertilité au Canada est de 1,6. A près de 0,5 point en dessous de ce qu'il faut à une culture pour se maintenir. L'Islam est maintenant la religion la plus rapide à se développer. En 2001 et 2006, la population du Canada a augmenté de 1,6 millions dont 1,2 millions venant de l'immigration. Aux États-Unis, le taux de fertilité du citoyen américain est de 1,6. Avec l'afflux de l'immigration venant des pays latino américains le taux grimpe à 2,11 , le minimum requis pour maintenir une culture existante. En 1970, il y avait 100 000 musulmans aux États-Unis, ils sont aujourd'hui plus de 9 millions ... Le monde est en train de changer il est temps de se réveiller... Il y a 4 ans, une conférence de 24 organisation musulmanes a eu lieu à Chicago. Les transcriptions de cette conférence montrent en détail que ces organisations prévoient d’évangéliser les États-Unis au moyen des médias, de la politique,de l’éducation... etc Ils ont dit :  Nous devons nous préparer au fait que dans 30 ans il y aura 50 millions de musulmans qui vivront aux États-Unis   . Le monde dans lequel nous vivons ne sera pas le monde dans lequel vos enfants et petits enfants vivront, L’Église catholique a récemment déclaré que l'Islam vient juste de la dépasser en nombre de croyants ... Des statistiques montrent qu'au vu du taux d'accroissement de l'Islam, elle sera la religion dominante du monde dans 5 à 7 ans ... Pourquoi ne pas donner enfin la parole aux natalistes, à ceux qui pensent que toute civilisation qui ne fait plus d'enfants se condamne à la servitude d'abord, à la mort ensuite. J'ajoute que l'immigration sera beaucoup mieux vécue par tout le monde quand les européens cesseront d'avoir l'impression d’être submergés : Pour cela ils suffit que les maternelles s'emplissent à nouveau de petits Hans, de petits Peter,de petit Giovanni et autres Marcel, Paul, Julien...! Car si La France est dans une situation démographique assez bonne, l'Allemagne et l'Italie ont déjà un pied dans la tombe !!!! Cette présentation a été réalisée avec des infos issues des meilleurs sites dédies. Tout est vérifiable. Que certains n'aillent pas chercher une connotation raciste dans ces écrits, ce n’était pas l'intention ni le but recherchés. seule l’information prime.                                                                 Merci d'avoir lu jusqu'au bout."
"DESINFORMATION";"Yennayer Vs Noël Vs Ramadan";"Janvier 2015";"Yennayer 2965, le Nouvel An berbère 2015 sera célébré à l’Hôtel de Ville … En janvier 2013 et 2014… Bertrand Delanoë présidait les cérémonies du nouvel an berbère :  Yennayer. Plus de 1.000 personnes étaient présentes dans les salons de l’Hôtel de Ville de Paris pour célébrer cet évènement « culturel » mais aussi religieux. Et Bertrand Delanoë ne faisait pas exception. Le document ci-dessus reproduit l’invitation de la mairie de Lyon pour une célébration en présence du Sénateur Maire franc-maçon Gérard Collomb. Et la vidéo ci-dessous montre Najat Vallaud Belkacem vous souhaiter un joyeux Yennayer 2963 ( 21 janv. 2013). Regardez attentivement cette petite vidéo de Najat Vallaud-Belkacem ouvrant les portes d’une mairie pour célébrer le nouvel an berbère. La personne qui interroge Najat Vallaud-Belkacem lui demande s’il y aura bientôt un Berbère à l’Elysée. Najat Vallaud-Belkacem répond : « Inch’Allah » en arabe dans le texte ! Et en 2015 ? Voici déjà deux célébrations organisées avec l’aide d’une mairie. L’une à Toulouse, l’autre à Rosny-sous-Bois. C’est cela la laïcité avec le PS au moment où on interdit de simples crèches de Noël…"
"RUMEUR";"Sihem Souid";"Février 2013";"Une proche des Indigènes de la République rejoint le cabinet de Taubira Sihem Souid vient de rejoindre Christiane Taubira au ministère de la justice. Sihem Souid, contractuelle française du ministère de l’Intérieur, est l’auteur du livre Omerta dans la police, paru en 2010, dans lequel elle décrit des actes graves (délits) et des manquements importants à l’éthique et la déontologie professionnelle qui se produiraient au sein de la Police nationale : sexisme, racisme, homophobie, atteinte à la dignité humaine, harcèlement, abus de pouvoir, déni de droit, politique du chiffre. Suspendue 18 mois pour non-respect du devoir de réserve le 1er décembre 2010, elle vient de rejoindre le cabinet du ministre de la justice. En 2010, Sihem Souid participe à une conférence des indigènes de la République. En 2011, elle est sanctionnée pour avoir participé au Jury des Ya bon Awards ! et se venge en accusant des policiers de viols, avant d’être accusée de vol. Elle est très proche de la mouvance musulmane conservatrice et autres associations communautaristes."
"DESINFORMATION";"profanations de statues de la Vierge";"Janvier 2015";"Italie : Des musulmans détruisent et urinent sur la statue de la Vierge Marie  Article publié le 19.01.2015 MISE AU POINT Suite à de nombreux commentaires prétendant que cette information est fausse, voici les preuves que nous pouvons apporter sur la véracité des faits : A la base, voici la source de l'article: http://www.alertadigital.com/2015/01/14/perugia-cinco-inmigrantes-destruyen-una-imagen-de-la-virgen-maria-y-orinan-sobre-los-restos/ Mgr Paolo Giulietti évêque titulaire de Termini Imerese et auxiliaires de Perugia-Città. http://www.lavoce.it/bassetti-a-don-giulietti-ringrazio-il-signore-e-il-santo-padre-per-il-grande-dono-che-ci-ha-fatto-destinandoti-come-vescovo-ausiliare-a-questa-chiesa/ Donc c'est bien à Perugia et non au Brésil. En italien, voici une liste de sites qui soutiennent l'article: http://www.imolaoggi.it/2015/01/11/perugia-immigrati-spaccano-statua-della-madonna-la-prendono-a-calci-e-ci-orinano-sopra/ http://www.ilgiornale.it/news/cronache/perugia-gruppo-stranieri-profana-statua-madonna-1081984.html http://www.lanazione.it/umbria/madonna-profanata-giulietti-1.562421 http://www.perugiatoday.it/cronaca/perugia-statua-madonna-distrutta-vandali.html .Difficile de faire mieux comme vérification d'informations à part aller sur place... Un homme était agenouillé en prière devant la statue de la Vierge, avec la photo d'un être cher dans la main, dans la petite chapelle de Saint-Barnabé à Pérouse (Italie), quand il a été attaqué par cinq  immigrés ». La première chose qu'ils firent fut de déchirer la photo qui était entre ses mains. Ensuite, ils ont déchaîné leur haine contre la Vierge Marie. Ils ont cassé la statue en morceaux et ont ensuite uriné sur elle. L'incident a crée certains remous auprès des habitants du pays.  Certains ont fustigé le Pape François qui est accusé d'absoudre les immigrés – principalement musulmans – de leur sauvagerie. Plus tôt, le Pape avait déclaré que les migrants, par leur propre humanité, leurs valeurs culturelles, étendaient le sens de la fraternité humaine. "
"DESINFORMATION";"La mairie de Montpellier finance-t-elle la promotion du Niqab ?";"Mars 2015";"La mairie de Montpellier finance-t-elle la promotion du Niqab ? 06/03/2015 – 18h00 Montpellier (Lengadoc-info.com) – Connaissez-vous le « World Hijab Day » ? Bien qu’il y aie eu plusieurs initiatives par le passé, des Américains de confession musulmane ont instauré depuis l’année 2013, le 1er février comme étant la journée mondiale du voile islamique (hijab). Une démarche de promotion qui, à grand renfort de publicité, se repend partout dans le monde et même à Montpellier. Ainsi le 1er février dernier, une quinzaine de femmes voilées se sont retrouvées au parc du Peyrou pour aller « à la rencontre des montpelliérains pour discuter et échanger sur le statut du voile en France ». Elles ont également proposé à plusieurs femmes d’essayer de porter le voile islamique. Les organisatrices espèrent que l’année prochaines elles pourront « participer encore à cette journée avec plus de moyens et avec plus de visibilité. » Ce « World Hijab Day » a été organisé à Montpellier par l’association Tabassam dont le but est de « promouvoir la réussite des jeunes issus des milieux modestes ou autre en leur apportant un accompagnement personnalisé tant sur le plan psychologique que scolaire. Favoriser les échanges, afin de diminuer toute forme d’intolérance et de discrimination par la création d’événements et de débats organisés. Venir en aide au plus démunis à travers différentes actions humanitaires. » Problème, sur les photos de l’association lors du rassemblement du 1er février, en plus des femmes portant le hijab, d’autres femmes portent, elles, le niqab, c’est à dire le voile intégral dont le port est pourtant rigoureusement interdit dans l’espace public. On peut donc être surpris lorsque l’on apprend sur le site « Les Musulmans de Montpellier », que cette association tire une partie de ses finances grâce à des subventions accordées par la mairie de Montpellier."
"DESINFORMATION";"djihadistes millionaires";"Janvier 2015";"Les 1400 djihadistes de France en Syrie continuent de toucher jusqu’à 2200€/mois On comprend en lisant le titre pourquoi les chefs de l’Etat islamique sont aussi friands de djihadistes venant de France. En plus d’être le contingent le plus garni, ils sont les plus fanatisés mais surtout grâce à notre Etat complice ils rapportent le plus d’argent. Ainsi, nous apprenons par Alain Marsaud député des français de l’étranger « les CAF de la région Sud-Ouest compteraient une dizaine de cas de personnes parties faire le djihad en Syrie et qui toucheraient toujours leurs allocations. L’un d’eux continuerait par exemple de percevoir 2.200 euros chaque mois. » http://fr.novopress.info/176311/partis-faire-djihad-continuent-toucher-jusqua-2200e-d-allocations-mois/La sœur de Mohamed Merah par exemple en tant que mère isolée de 4 enfants touche quand à elle 2500€ d’allocations familiales, alors que celle-ci se trouve en Algérie et que le père de 2 des 4 enfants est en Syrie pour faire le djihad et utilise cet argent pour financer des armes. http://www.observatoiredesgaspillages.com/2014/2500-euros-par-mois-d-aides-sociales-pour-la-soeur-de-mohammed-merah/ Pourtant ces nouvelles ne gênent personne au gouvernement. Que des gens soient financés par l’argent du contribuable français qui pour la plupart du temps n’a droit à pas grand-chose, afin de retourner les armes contre notre pays, c’est pour élites éclairées une normalité. La France a donc pour obligation de financer le gîte et le couvert à tous ces ennemis extérieurs. Il s’agit visiblement d’une obligation. Comprenez notre pays doit avoir le poids de la culpabilité de tous les méfaits passés contre nos « chances pour la France ». Nous devons payer pour nous faire prochainement saigner, ce sont nos gouvernants qui depuis 30 ans en ont décidé ainsi. Jusqu’au jour où d’autres Kouachi et Coulibaly feront un nouveau carnage, nous aurons ainsi droit à une nouvelle unité nationale, avec une nouvelle manifestation. Mais comme toujours rien ne changera. L’affaire Merah n’a pas empêché, l’affaire Nemmouche, qui n’a pas empêché les frères Kouachi, et Coulibaly. Un peu comme si nos gouvernants avaient sacrifié la France et les français en faveur d’autres. Parfois je me pose cette question et en découvrant chaque jour tous ces disfonctionnements je me réponds que ce sacrifice est une évidence."
"DESINFORMATION";"Le ministère de l’intérieur ordonne aux policiers de ne pas verbaliser les femmes en burqa";"Janvier 2015";"Le ministère de l’intérieur ordonne aux policiers de ne pas verbaliser les femmes en burqa Aujourd’hui c’est ça la France, un pays qui vote des milliers de lois par an pour faire plaisir à son auteur, pour qu’il puisse se gargariser d’avoir donné son nom à quelque chose. Mais souvent celles-ci soit n’ont pas de décrets d’application donc n’ont aucune valeur juridiques, c’est le cas pour un tiers d’entre elles ou ne sont tout simplement pas appliqués. La loi sur la burqa voté aux forceps par l’UMP en 2010 et expurgée de toute contrainte sur la voie publique. Ainsi suite aux nombreuses agressions de policiers lors de contrôles mais surtout des derniers qu’a connu notre pays, les policiers ne pourront plus verbaliser les femmes en burqa ou plutôt devront faire comme s’ils n’avaient rien vu. Afin qu’un semblant de paix social puisse être maintenu dans notre pays. De plus, un citoyen algérien a décidé d’être le chevalier blanc de ces dames en payant toutes les amendes reçues par ces demoiselles ne souhaitant découvrir leurs visages aux « infidèles français ». C’est à se demander si notre pays n’est pas tombé sur la tête. Le port de la burqa, du niqab et autre doit être interdit où qu’il soit et sa contrevenante emprisonné s’il le faut. Le port du voile intégrale est un acte politique de ces femmes. Il signifie que celle-ci se désolidarise du roman nationale, elles ne se considèrent pas ainsi comme française mais comme étrangère dans ce pays. De toute façon ces femmes seront de plus en plus nombreuses à circuler en France puisque nous continuons à ouvrir les vannes de l’immigration de masse, j’ai rédigé hier un article sur les nombre de clandestins arrivant en Europe, il a augmenté de 155% en un. Ces hordes de gens ne s’assimileront jamais aux us et coutumes françaises. Pour eux et aidés par tous les antiracistes que comptent notre pays l’important est de s’affirmer comme membre d’une communauté spécifique, ils imposent le droit à la différence comme si c’était l’obligation de notre nation de la lui laisser. Ils veulent vivre chez nous comme ils le font chez eux. Et l’imposent à l’autochtone français. Nous assistons ainsi à une assimilation à l’envers qui voit le français se convertir et porter les rites traditionnels étrangers."
"DESINFORMATION";"Sauvons Calais";"Novembre 2014";"Avis aux propriétaires de chien(s) et chat(s). Nous avons reçu plusieurs témoignages de responsables associatifs de la défense animale, et nous vous faisons donc parvenir un message qui ne doit surtout pas être pris à la légère. Ces messages nous expliquent qu'il ne faut surtout pas laisser vos animaux de compagnie en errance dans la rue. À proximité ou non d'un squat de clandestins, votre animal pourrait se faire enlever afin d'être mangé. Ça parait fou, ignoble, ou encore irréaliste, mais c'est tristement vrai. Alors, faites attention !"
"DESINFORMATION";"Tasin veut Debunker le JT de France2 sur zemmour";"Octobre 2014";"Immigration : n’en déplaise au journaleux Lafargue, Zemmour a raison, les preuves… Il faut commencer par une ode à Zemmour et un jeu de massacre du journaleux Lafargue qui a essayé de le démonter fort malhonnêtement sur France2, montrer la réalité des chiffres cités par Zemmour et la manipulation de Lafargue, puis, à partir des chiffres mêmes de l’Insee, montrer ce que n’importe qui peut voir et savoir, quoi qu’en disent Attali, Bourdieu et autres immigrationnistes à compisser. D’abord, lire, dans l’ordre, l’article de Pierre Cassen sur Boulevard Voltaire, La Chasse au Zemmour est ouverte, puis celui de  Lucette Jeanpierre sur Riposte laïque Les curieuses méthodes du journaleux Sébastien Lafargue pour salir Eric Zemmour. Ensuite, s’attaquer au montage du petit monsieur Lafargue qui, se prenant sans doute pour Hitchcock -mégalomanie et narcissisme expliquant bien des choses, mais quand on n’a pas le talent ni le génie… glisse une image de lui au début de son reportage :– Les chiffres de l’immigration : Eric Zemmour serait un menteur qui dirait n’importe quoi ? 1 ) Etrangers ou immigrés ? Eric Zemmour parle de 5 millions d’étrangers et 7 millions d’enfants de moins de 4 ans, s’appuyant sur un rapport de l’Insee. Un petit monsieur ayant participé au rapport cité par Eric Zemmour, interviewé par celui qui se voudrait Hitchcock et n’est qu’un journaleux à la solde du pouvoir, ricane et affirme sans rire qu’il y aurait en France  3,7 millions d’étrangers en France. On trouve facilement sur le net le rapport de l’insee de 2012, avec les chiffres  mêmes cités par Eric Zemmour  et une mine d’or pour l »étude de la population immigrée  fichesthematiques-insee-populationimmigree-2012  Même le Figaro avait relayé à l »époque les chiffres. Le seul élément que je n’aie pas trouvé est la mention des « enfants de moins de 4 ans étrangers « évoquée par Zemmour, je ne sais où il l’a trouvée. Il semble qu’il parle en fait du nombre de mineurs étrangers et non d’enfants de 4 ans. Alors, le petit monsieur de l’Insee et le petit journaleux Lafargue assènent sans état d’âme un chiffre destiné à faire passer Eric Zemmour pour un menteur (on attend de savoir pourquoi le sieur Langlard n’a pas démenti en 2012 les chiffres parus dans le rapport qu’il a cosigné….), il y aurait en fait « 3,7 millions d’étrangers en France aujourd’hui ». Les comparses se gardent bien de dire qu‘ils ne comptent pas les enfants, eux, ni que les immigrés nés avec la nationalité française comme certains Algériens ne sont pas comptés dans le tableau ci-dessous, ni que  le rythme des naturalisations s’est emballé, ni qu’ils ne comptent  pas, justement, les étrangers ayant acquis la nationalité française. La manipulation c’est que Eric Zemmour parle des immigrés (5 millions effectivement dans le tableau ci-dessous, avec ceux qui ont obtenu la nationalité française ) qu’il appelle, « étrangers », traduisant ainsi le sentiment de tous les Français lassés de tous ces « Français de papier  » qui haïssent la France  et que Langlard parle des étrangers… pas encore français ! On n’oubliera pas qu’il s’agit d’ailleurs de la part émergée de l’iceberg, l’immigration légale et recensée… ni qu’en 2008, déjà,40% des immigrés avaient la nationalité française : partimmigresayantnationalitefrancaise  Il en est de même pour les mariages mixtes, Zemmour  annonçant qu’un tiers des 270000 mariages annuels se ferait avec des étrangers, nos manipulateurs contestent et réduisent le chiffre à 13%… Facile puisqu’ils ne comptent en effet que les mariages avec un étranger et non avec un immigré naturalisé, ce qui change tout. Sans parler des mariages célébrés à l’étranger, même Libé donne raison à Zemmour, c’est dire !Bref, on brouille les statistiques à dessein pour que les Français s’imaginent avoir la berlue quand ils se promènent dans Paris ou Marseille…  ou à Orléans : parents_elevesecolecoranique Parce que, répétons-le une fois de plus, ce qui pose question avec l’immigration, c’est non seulement qu’ouvrir grand nos portes en période de chômage et de crise économique est un non-sens mais qu’en sus l’immigration est majoritairement musulmane et met en danger nos traditions et nos valeurs. 3) Chaque année, plus de 400000 immigrés recensés s’installent définitivement sur notre territoire. On fera un simple calcul. Le spécialiste de l’Insee dit qu’il y a à peu près 800000 naissances en france chaque année, ce qui est vrai,  et il y a à peu près 500000 décès. Ce qui fait un solde démographique lié aux naissances de 300000 par an.  Or, si l’on compare les chiffres, on constate que la France, en 2008, avait 62130519 habitants, qu’elle en a en 2013 65800000, que nous avons donc « pris » 3670000   habitants en 5 ans. Pendant ces mêmes 5 années, nous avons eu un solde démographique net de 300000X5 soit 1500000 personnes. Les chiffres nous disent donc que le solde migratoire est de 3670000 moins 1500000 soit 2 millions deux cent mille  immigrés en sus, soit 405000 par an qui sont arrivés sur notre sol et y sont restés ! Et c’est l’immigration recensée et connue… Et c’est à Zemmour qu’on fait un procès pour xénophobie quand on devrait mettre aux arrêts nos gouvernants de l’UMPS qui nous mentent depuis des lustres ! Quant à leurs valets, ils ne méritent que le goudron et des plumes !";""
"DESINFORMATION";"Airsoft et djihadisme dans les Ardennes";"Octobre 2014";"Belgique : Les djihadistes s’entraînent dans les Ardennes belges ARDENNES. La police a ouvert une enquête suite à la publication, jeudi 2 octobre, sur Facebook de photos de musulmans radicaux à l’entraînement. Ce n’est pas la première fois que les Ardennes sont concernées. L’an dernier, la forêt des Epioux accueillait des apprentis djihadistes. Des musulmans radicaux seraient en train de s’entraîner au djihad dans le sud des Ardennes belges. L’information est révélée ce vendredi matin par nos confrères de SudInfo. « C’est inquiétant et ne ressemble en rien à une simple partie de paintball entre amis, mais d’avantage à un camp d’entraînement radical », a expliqué la police à nos confrères. Ce sont des photos postées, jeudi 2 octobre sur Facebook, par Abd Al Wadoud Abu Daoud, un musulman radical bruxellois prêchant en faveur du salafisme, qui ont attiré l’attention des policiers. L’homme serait lié à la famille Elouassaki dont deux frères sont déjà partis se battre en Syrie."
"DESINFORMATION";"ramadan";"Mai 2014";"Et maintenant, le ramadan… 70 % des disciples d’Allah vivant en France pratiqueraient ce rituel. Manuel Valls avait souhaité la qualification de l’Algérie, c’est fait. Une bonne partie de la nuit, nos compatriotes ont eu droit au lot habituel de scènes d’hystérie collective, d’actes de vandalismes, de voitures brûlées et de milliers de drapeaux algériens revanchards. Mais pas de répit, dès le lendemain, nous serons confrontés à une autre nouvelle coutume attendrissante : le ramadan, qui va durer un mois. Précisons d’abord que ce quatrième pilier de l’islam n’a rien d’un jeûne. S’il est interdit de manger et boire (et faire l’amour) du lever au coucher du soleil, rien ne s’oppose à ce qu’ensuite, on compense cette frustration par des gueuletons orgiaques, qui se traduisent par une prise de poids conséquente chez beaucoup de « jeûneurs ». Naturellement, les médecins constatent les ravages de telles pratiques. Ne pas boire dans la journée est une mise en danger, se gaver avant de dormir est une aberration médicale nuisant à la santé. Dans les pays musulmans, cette tradition a des conséquences catastrophiques. L’Institut des Etudes Sociales sur le monde arabe, dans une étude couvrant plusieurs pays et s’étalant sur plusieurs années, donnait quelques chiffres révélateurs. 73,30 % de productivité en moins, accidents de la route et vols multipliés par trois, augmentation des maladies de 27 %, des crimes de sang de 50 %, etc. Un désastre. Selon le Figaro, 70 % des disciples d’Allah vivant en France pratiqueraient ce rituel. A la RATP, dans un dépôt comprenant une forte présence musulmane, la direction a fourni aux syndicats quelques chiffres liés aux conséquences de cette pratique dans l’entreprise, en 2013 : + 26,5% de maladie, + 137,5% d’accident de travail par rapport à l’année dernière. Ces chiffres particulièrement élevés auront occasionné 48 services non-couverts contre 27 en juillet 2012 soit 45% de plus et 93 services supprimés contre 24 l’année dernière soit 4 fois plus. Chacun constate, dans le quotidien, le rôle de flicage du ramadan, qui permet aux plus radicaux des musulmans de contrôler la soumission au dogme des plus modérés. Danger pour le malheureux qui ose braver les lois d’Allah. Danger aussi pour le mécréant provocateur qui, en cette période, ose boire un café, ou, pire encore, manger un sandwich au jambon. Dans les pays musulmans, des mouvements se mettent en place, comme au Maroc, pour réclamer, au nom des droits individuels, la possibilité de ne pas suivre le ramadan. Ils sont en général sévèrement réprimés. Pourtant, tous les ans, nous avons droit à des titres élogieux, dans la presse bien-pensante, Libération en tête, sur cette pratique obscurantiste et moyenâgeuse. Mais cette année, le ramadan suscite une nouvelle interrogation : les joueurs algériens, qualifiés ce lundi contre l’Allemagne, pourront-ils manger avant de jouer ? La question se pose également pour nos Bleus musulmans, et notamment Benzema. Le suspense est à son comble, on attend l’avis des savants mahométans, qui, bien évidemment, ne sont pas tous d’accord entre eux… Tout cela n’empêchera pas, le 9 juillet, à la mairie de Paris, Anne Hidalgo, qui se prétend de gauche et républicaine, de commémorer le ramadan, continuant l’œuvre de son prédécesseur. Il en coûterait 70.000 euros au contribuable parisien. Les nés-musulmans qui, en France et de l’autre côté de la Méditerranée, refusent que la religion s’impose dans leur vie quotidienne, apprécieront cette nouvelle trahison des socialistes. Cette grossière violation de la loi de 1905 n’a l’air d’émouvoir, pour le moment, que Résistance républicaine et Riposte Laïque, qui appellent à apéro saucisson laïque, devant la mairie de Paris, le même jour, à 17 heures 30. Imaginons que Christine Boutin, élue maire de Rambouillet, décide de célébrer le Carême dans sa mairie…"
"DESINFORMATION";"les maillots de bains deux pièces en Italie";"Mai 2014";"Italie : maillots deux pièces interdits en présence de musulmans 13/05/2014 – MESSINE (NOVOpress) - Pas un jour ne se passe en Europe sans que les libertés des populations autochtones ne reculent. A cela, deux raisons : la première trouve son origine dans la lâcheté des institutions et de ses représentants, conditionnés par le politiquement correct , la seconde en est la conséquence directe : le sentiment d’impunité des nouveaux venus. Ainsi est-ce aux européens de s’adapter et de baisser les yeux… Un juge de Messine, en Italie, a condamné trois jeunes filles à payer une amende de 2.582 € chacune pour avoir porté un maillot deux pièces sur une plage privée de la très touristique ville de Taormine (Sicile), fréquentée par quelques familles musulmanes en vacances et originaires d’Arabie Saoudite. Extrait de la sentence : « Au regard de la loi sont considérés obscènes les actes et les objets qui, selon le sentiment commun, heurtent la pudeur (c.p. 725, 726). » La pudeur, sentiment de honte, de privation ou de répulsion, est caractérisée devant les manifestations ne correspondant pas à la propre éducation et culture d’autrui et considérées comme scandaleuses pour sa propre éducation sexuelle. L’obscène serait ainsi la conséquence d’absence de pudeur, comme on le déduit de l’article 527 du code pénal. Il est important de souligner que l’idée d’obscène et le sens commun de la pudeur se modifient non seulement au cours du temps, mais changent d’une société à l’autre. La compréhension de ces idées renvoie à la considération du corps et de la sexualité. Les jeunes filles étaient les seules femmes à utiliser une tenue semblable et étaient conscientes que toutes les femmes présentes portaient un costume de bain qui recouvrait intégralement leur corps y compris les bras et les jambes. Il est aussi mentionné que le responsable du tour operator saoudien, Dr. Chokri Majouli, avait plusieurs fois sollicité, sur demande des parents musulmans présents, les jeunes filles à ne se pas se présenter sur la plage avec cette tenue qui laissait apercevoir leurs caractéristiques féminines aux garçons présents qui, ayant reçu une éducation musulmane religieuse, étaient désorientés et stupéfaits. Il avait aussi expliqué que dans leur culture, une semblable manière de s’habiller était typique de femmes exerçant la prostitution en maisons privées et qu’il n’avait reçu que des réponses offensantes de la part des prévenues. La pseudo domination de l’islam sur le sol européen n’est faite que de la lâcheté des élites qui nous gouvernent, et qu’il faut remplacer de toute urgence. Source : Corriere del Mattino"
