type_rumor;title;date;content
"RUMEUR";"Quranic verse 9:11 speaks of the wrath of the Eagle cleansing the lands of Allah.";"2003";"Quran (9:11) -- For it is written that a son of Arabia would awaken a fearsome Eagle. The wrath of the Eagle would be felt throughout the lands of Allah and lo, while some of the people trembled in despair still more rejoiced for the wrath of the Eagle cleansed the lands of Allah and there was peace."
"RUMEUR";"French's mustard released a press statement to let U.S. consumers know the only thing we have in common with the French is that we are both yellow.";"2003";"The makers of French's Mustard made the following recent statement:  We at the French's Company wish to put an end to statements that our product is manufactured in France. There is no relationship, nor has there ever been a relationship, between our mustard and the country of France. Indeed, our mustard in manufactured in Rochester, NY. The only thing we have in common is that we are both yellow."
"RUMEUR";"The daughter of U.S. Vice President Dick Cheney went to Iraq to become a human shield.";"2003";"The London based Arabic daily Al Quds Al Arabi reported on Tuesday, March 25 that the American vice president, Dick Cheney, would soon head to the Jordanian capital, Amman.  The newspaper claimed that the visit would be an attempt by Cheney to convince his daughter, who was in the Jordanian capital, to back down her decision to go to Baghdad within a group of volunteers who want to form human shields against the US led attacks on Iraq.  Al Quds Al Arabi cited news reports it claimed circulating in Amman as saying that Cheney would arrive in the Jordanian capital soon on a special visit it described as having a social mission. News agencies cited sources as saying that Cheney will arrive in Amman next Friday. He will try to convince his daughter who is currently staying at a hotel in Amman not to go to Baghdad along with a group of volunteers who want to go to Iraq and form human shields against the Anglo American attacks, said the report."
"RUMEUR";"Nancy Pelosi could not answer a query about which voyage around the world was Captain Cook's last.";"October 2008";"[Collected via e-mail, October 2008] A VERY GOOD EXAMPLE OF THE KIND OF REPRESENTATION WE HAVE IN CONGRESS:  A noted psychiatrist was a guest speaker at an academic function where Nancy Pelosi happened to appear. Ms Pelosi took the opportunity to schmooze the good doctor a bit and asked him a question with which he was most at ease.  Would you mind telling me, Doctor, she asked, how you detect a mental deficiency in somebody who appears completely normal?  Nothing is easier, he replied. You ask a simple question which anyone should answer with no trouble. If the person hesitates, that puts you on the track.  What sort of question? asked Pelosi.  Well, you might ask, 'Captain Cook made three trips around the world and died during one of them. Which one?'  Pelosi thought a moment, and then said with a nervous laugh, You wouldn't happen to have another example would you? I must confess I don't know much about history."
"RUMEUR";"Nancy Pelosi advocated implementing a 100% windfall tax on stock market profits and retirement income.";"2006";"Published: October 22, 2006  Nancy Pelosi condemned the new record highs of the stock market as just another example of Bush policies helping the rich get richer. First Bush cut taxes for the rich and the economy has rebounded with new record low unemployment rates, which only means wealthy employers are getting even wealthier at the expense of the underpaid working class.  She went on to say Despite the billions of dollars being spent in Iraq our economy is still strong and government tax revenues are at all time highs. What this really means is that business is exploiting the war effort and working Americans, just to put money in their own pockets. When questioned about recent stock market highs she responded Only the rich benefit from these record highs. Working Americans, welfare recipients, the unemployed and minorities are not sharing in these obscene record highs.  There is no question these windfall profits and income created by the Bush administration need to be taxed at 100% rate and those dollars redistributed to the poor and working class.  Profits from the stock market do not reward the hard work of our working class who, by their hard work, are responsible for generating these corporate profits that create stock market profits for the rich. We in congress will need to address this issue to either tax these profits or to control the stock market to prevent this unearned income to flow to the rich.  When asked about the fact that over 80% of all Americans have investments in mutual funds, retirement funds, 401K's, and the stock market she replied, That may be true, but probably only 5% account for 90% of all these investment dollars. That's just more trickle down economics claiming that if a corporation is successful that everyone from the CEO to the floor sweeper benefit from higher wages and job security which is ridiculous. How much of this trickle down ever get to the unemployed and minorities in our county? None, and that's the tragedy of these stock market highs.  We democrats are going to address this issue after the election when we take control of the congress. We will return to the 60% to 80% tax rates on the rich and we will be able to take at least 30% of all current lower Federal Income Tax taxpayers off the roles and increase government income substantially. We need to work toward the goal of equalizing income in our country and at the same time limiting the amount the rich can invest.  When asked how these new tax dollars would be spent, she replied We need to raise the standard of living of our poor, unemployed and minorities. For example, we have an estimated 12 million illegal immigrants in our country who need our help along with millions of unemployed minorities. Stock market windfall profits taxes could go a long ways to guarantee these people the standard of living they would like to have as Americans  A Bush spokesman responded to this interview by saying Mrs. Pelosi has set a new standard for the spin business.   "
"RUMEUR";"The NRA has banned the carrying of guns from their own national convention.";"April 2015";"Did the NRA just ban guns at their national convention?"
"RUMEUR";"President Obama has required that ammunition cartridges use primer that expires after one year.";"July 2014";"Word is circulating where I live in Murphy, NC that by law, the primer that is used to fire the bullet is only good for one year. This being done by President Obama to restrict the hoarding of ammunition. Have you heard this and if so is there any truth to it."
"RUMEUR";"Document announces the creation of a United Nations Civilian Weapons Confiscation Study Group.";"August 2013";"Received an email purporting to show a message from the United Nations, about forcibly disarming civilians of many nations. Called UNODA: United Nations Office for Disarmament Affairs."
"RUMEUR";"Senator Dianne Feinstein said that All vets are mentally ill and the government should prevent them from owning firearms.";"April 2013";"Can you verify this quote? Dianne Feinstein: All vets are mentally ill and the government should prevent them from owning firearms."
"RUMEUR";"The Dick Act passed in 1903 invalidates all gun control laws in the U.S.";"July 2012";"The Dick Act of 1902 also known as the Efficiency of Militia Bill H.R. 11654, of June 28, 1902 invalidates all so-called gun-control laws. It also divides the militia into three distinct and separate entities.  The three classes H.R. 11654 provides for are the organized militia, henceforth known as the National Guard of the State, Territory and District of Columbia, the unorganized militia and the regular army.  The militia encompasses every able-bodied male between the ages of 18 and 45. All members of the unorganized militia have the absolute personal right and 2nd Amendment right to keep and bear arms of any type, and as many as they can afford to buy.  The Dick Act of 1902 cannot be repealed to do so would violate bills of attainder and ex post facto laws which would be yet another gross violation of the U.S. Constitution and the Bill of Rights.  The President of the United States has zero authority without violating the Constitution to call the National Guard to serve outside of their State borders."
"RUMEUR";" Video documents that the shootings at Sandy Hook Elementary School were a staged hoax.";"January 2013";"I'm seeing facebook postings regarding a conspiracy that either the Sandy Hook massacre didn't happen and the people we see being interviewed are crisis actors hired to play the role of parents, etc., or it did happen but was the work of the government who used Lanza to carry out the massacre. The purpose was to move the anti-gun movement forward."
"RUMEUR";"An advertisement by the Brady Campaign contrasts rape with gun murders.";"January 2013";"This started going around Facebook recently. Any truth to the fact that the Brady campaign is behind this?"
"RUMEUR";"More homicides in the U.S. are committed with baseball bats than with firearms.";"December 2012";"I have seen that the FBI says that more people are killed by baseball bats than by firearms. Is this true?     What percentage of homicides are committed via baseball bats verses guns?     I'm told that baseball bats kill more people annually than guns. I can't believe that is true.     More people are killed each year by baseball bats than by guns. [true or false]"
"RUMEUR";"The U.S. Ambassador to Egypt prevented Marines stationed at the U.S. embassy in Cairo from carrying live ammunition.";"September 2012";"I saw a post on facebook that is claiming that U.S. Marines stationed at the U.S. Embassy in Egypt were not allowed to carry live ammunition by the U.S. Ambassador to Egypt and thus were unable to handle the protestors who attacked the embassy."
"RUMEUR";"Medicare regulations require that doctors ask patients whether they own guns.";"March 2012";"IMPORTANT !!!  FYI  I am passing this along...there are comments from two other people I have also been asked if we keep guns in the house. The nurse just kinda slipped it in along with all the other regular questions. I told her I refused to answer because it was against the law to ask. Everyone, whether you have guns or not, should give a neutral answer so they have no idea who does and who doesn't.  My doctor asked me if I had guns in my house and also if any were loaded. I , of course, answered yes to both questions. Then he asked why I kept a loaded gun close to my bed. I answered that my son, who is a certified gun instructor and also works for Homeland Security, advised me that an unloaded, locked up gun is no protection against criminal attack. The Government now requires these questions be asked of people on Medicare, and probably everyone else.  Just passing this along for your information: I had to visit a doctor other than my regular doctor when my doctor was on vacation. One of the questions on the form I had to fill out was: Do you have any guns in your house?? My answer was None of your damn business!! So it is out there!  It is either an insurance issue or government intervention. Either way, it is out there and the second the government gets into your medical records (As they want to under Obamacare) it will become a major issue and will ultimately result in lock and load!!  Please pass this on to all the other retired guys and gun owners...Thanks.     From a Vietnam Vet and retired Police Officer:  I had a doctors appointment at the local VA clinic yesterday and found out something very interesting that I would like to pass along.  While going through triage before seeing the doctor, I was asked at the end of the exam, three questions:  1. Did I feel stressed?  2. Did I feel threatened?  3. Did I feel like doing harm to someone?  The nurse then informed me, that if I had answered yes to any of the questions, I would have lost my concealed carry permit as it would have gone into my medical records and the VA would have reported it to Homeland Security.  Looks like they are going after the vets first. Other gun people like retired law enforcement will probably be next. Then when they go after the civilians, what argument will they have?  Be forewarned and be aware. The Obama administration has gone on record as considering veterans and gun owners potential terrorists. Whether you are a gun owner veteran or not, YOU'VE BEEN WARNED !  If you know veterans and gun owners, please pass this on to them. Be very cautious about what you say and to whom."
"RUMEUR";"George Soros is buying up and shutting down firearms manufacturers, including Marlin Firearms.";"October 2011";"For the last several years a company called The Freedom Group has been buying up gun and ammunition manufacturers. Some of the companies are Bushmaster, Marlin, Remington, DPMS, Dakota Arms and H&R.  Some people worry that this Freedom Group is going to control most of the firearms companies in the United States.  If you control the manufacturers you can decide to stop selling to civilians. What a perfect way to control guns.  Now if you do some digging you will see that The Freedom Group is owned by a company called Cerberus Capital Management. Guess who controls Cerberus??? GEORGE SOROS!!!!!!!!! One of the most evil men on this planet who wants to restrict or ban all civilian guns.  Please pass this on to all your freedom loving friends. This needs to come out.  Why have we not heard about this in the mainstream media? I would think this would be BIG news."
"RUMEUR";"A U.N. small arms treaty signed by the U.S. provides a legal way around the 2nd Amendment.";"April 2010";"While you were watching the oil spill, the New York failed terrorist bombing and other critical crises, Hillary Clinton signed the small arms treaty with the UN.  OBAMA FINDS LEGAL WAY AROUND THE 2ND AMENDMENT AND USES IT. IF THIS PASSES, THERE COULD BE WAR  On Wednesday the Obama administration took its first major step in a plan to ban all firearms in the United States. The Obama administration intends to force gun control and a complete ban on all weapons for US citizens through the signing of international treaties with foreign nations. By signing international treaties on gun control, the Obama administration can use the US State Department to bypass the normal legislative process in Congress. Once the US Government signs these international treaties, all US citizens will be subject to those gun laws created by foreign governments. These are laws that have been developed and promoted by organizations such as the United Nations and individuals such as George Soros and Michael Bloomberg.  The laws are designed and intended to lead to the complete ban and confiscation of all firearms. The Obama administration is attempting to use tactics and methods of gun control that will inflict major damage to our 2nd Amendment before US citizens even understand what has happened.  Obama can appear before the public and tell them that he does not intend to pursue any legislation (United States) that will lead to new gun control laws, while cloaked in secrecy, his Secretary of State, Hillary Clinton is committing the US to international treaties and foreign gun control laws.  Does that mean Obama is telling the truth? What it means is that there will be no publicized gun control debates in the media or votes in Congress. We will wake up one morning and find that the United States has signed a treaty that prohibits firearm and ammunition manufacturers from selling to the public. We will wake up another morning and find that the US has signed a treaty that prohibits any transfer of firearm ownership. And then, we will wake up yet another morning and find that the US has signed a treaty that requires US citizens to deliver any firearm they own to the local government collection and destruction center or face imprisonment. This has happened in other countries, past and present!  THIS IS NOT A JOKE OR A FALSE WARNING.  As sure as government health care will be forced on us by the Obama administration through whatever means necessary, so will gun control.  Read the article: http://www.reuters.com/article/politicsNews/idUSTRE59E0Q920091015 Please forward this message to others who may be concerned about the direction in which our country is headed. This is a very serious matter! Silence will lead us to Socialism!!!"
"RUMEUR";"A bill currently before Congress would require that all handgun owners list their guns on federal income tax returns.";"May 2009";"Senate Bill SB-2099 will require us to put on our 2009 1040 federal tax form all guns that you have or own. It may require fingerprints and a tax of $50 per gun.  This bill was introduced on Feb. 24. This bill will become public knowledge 30 days after it is voted into law. This is an amendment to the Internal Revenue Act of 1986. This means that the Finance Committee can pass this without the Senate voting on it at all.  The full text of the proposed amendment is on the U.S. Senate homepage, http://www.senate.gov/  You can find the bill by doing a search by the bill number, SB-2099."
"RUMEUR";"Japanese engineers have created a robotic bear to aid in assisted suicides.";"May 2015";"I'm reaching out to clarify about this article about SeppuKuma, a robot bear that helps with assisted suicide. Is this true?"
"RUMEUR";"NFL quarterback Tim Tebow issued a Tweet about the 2012 election results.";"November 2012";"I saw this on Twitter and I am wondering if this is true? Did Tim Tebow tweet this?  I'm predicting Obama will take an early lead tomorrow ... Until all the Republicans get off work. #RomneyRyan2012"
"RUMEUR";"Mitt Romney's son Tagg owns a company that manufactures voting machines.";"October 2012";"Is it true that Tagg Romney, son of Mitt Romney, buys voting machines through Bain Capitol?     Tagg Romney, the son of Republican presidential candidate Mitt Romney, has purchased electronic voting machines that will be used in the 2012 elections in Ohio, Texas, Oklahoma, Washington and Colorado.  Through a closely held equity fund called Solamere, Mitt Romney and his wife, son and brother are major investors in an investment firm called H.I.G. Capital. H.I.G. in turn holds a majority share and three out of five board members in Hart Intercivic, a company that owns the notoriously faulty electronic voting machines that will count the ballots in swing state Ohio November 7. Hart machines will also be used elsewhere in the United States.  In other words, a candidate for the presidency of the United States, and his brother, wife and son, have a straight-line financial interest in the voting machines that could decide this fall's election. These machines cannot be monitored by the public. But they will help decide who owns the White House."
"RUMEUR";"Photograph shows Oprah Winfrey endorsing Mitt Romney for President.";"October 2012";"This Picture of Oprah endorsing Romney with the caption, because,She wants to keep her money, appeared on Facebook.com. It said it was credited to the Tea Party Organization.     Someone sent me a picture on Facebook showing Oprah Winfrey standing in front of a Romney/Ryan campaign billboard. Can you find out if this is legitimate?     There is a photo of Oprah on Facebook showing her with a thumbs up in front of Romney/Ryan backdrop saying she is voting for Romney this time. True or false?     Last election Oprah brought in approx. 15% of the vote for Obama it is said.... Her endorsement really made him. She is not a stupid woman, and knows exactly what she is doing by being with Romney this week and saying he is a marvelous man, honest and good man and she is excellent friends with him and loves both him and Ann, right before the election...she is really endorsing him and supporting him. You haven't seen her with Obama lately?"
"RUMEUR";"Mitt Romney's campaign slogan, Keep America American, is identical to a catchphrase once used by the Ku Klux Klan.";"September 2012";"There is a facebook circulating that says that Mitt Romney's campaign slogan, Keep America American is the same as the Klu Klux Klan's slogan in 1922. Is this true?"
"RUMEUR";"Mitt Romney said he was too important to go to Vietnam.";"August 2012";"Did Mitt Romney actually say, I was too important to go to Vietnam? There are many references to this online, but I have been unable to confirm that it is true.  This stuff about Mitt Romney being a draft dodger seems false to me ... it's circulating around the internet on social media sites:     Monday, at a press event in California before the GOP primary in that state, former Gov. Mitt Romney was asked about his support of United States military involvement overseas. He was pleased to answer the question, however after his response, his answer to a follow-up question regarding his four deferments from the Vietnam War did not please onlookers, especially veterans.  The Vietnam War came at a time in my life when I had other plans. I knew in my heart of hearts that I would one day serve my nation. That I would one day hold an office that would help not only our nation, but also the world. So I did what I could to make sure that I would be around to serve my nation, as well as serving God by teaching very important religious principles to a broader audience overseas. My father did not want me serving, and he convinced me that yes, I was too important to go to Vietnam. I had a greater purpose in life. I wasn’t neglecting my nation, but rather preparing myself for a future of service.”  [Rest of article here.]"
"RUMEUR";"Mitt Romney's son Alexander said that We serve our country by making money, to tell you the truth. Let the unemployed fight.";"August 2012";"Mitt Romney's sons were on Conan O'Brien's show and Alexander Romney said:  Well, my grandfather and father never served, never wanted to serve, dad got four deferments, and I can't see any of us running off to fight any time soon. We serve our country by making money, to tell you the truth. Let the unemployed fight."
"RUMEUR";"Ann Romney said men deserve to be paid at a higher rate than women.";"April 2012";"Did Ann Romney really say this:  Why should women be paid equal to men? Men have been in the working world a lot longer and deserve to be paid at a higher rate. Heck, I'm a working mom and I've not paid a dime. I depend on my husband to provide for me and my family, as should most women ... and if a woman does work, she should be happy just to be out there in the working world and quit complaining that she's not making as much as her male counterparts. I mean really, all this wanting to be equal nonsense is going to be detrimental to the future of women everywhere. Who's going to want to hire a woman, or for that matter, even marry a woman who thinks she is the same, if not better than a man at any job. It's almost laughable. C'mon now ladies, are you with me on this?  The article I read says this was a direct quote from a Moms for Mitt meeting in Philadelphia on April 17th."
"RUMEUR";"Mitt Romney said he can relate to black people because his ancestors once owned slaves.";"April 2012";"Is this statement true?  Mitt Romney was addressing a crowd in Prattville, Alabama, when he stated: I understand how difficult it can be for an African-American in today's society. In fact, I can relate to black people very well indeed. My ancestors once owned slaves, and it is in my lineage to work closely with the black community. However, just because they were freed over a century ago doesn't mean they can now be freeloaders. They need to be told to work hard, and the incentives just aren't there for them anymore. When I'm president I plan to work closely with the black community to bring a sense of pride and work ethic back into view for them."
"RUMEUR";"Photograph shows Mitt Romney posing with children whose shirts spell out the word MONEY.";"February 2012";"I've seen this image floating around Facebook for about two weeks now. I was wondering if this is the result of photo manipulation, or if this was an honest mistake (or perhaps an intentional joke on the part of the Romney family). I can't trace the origin of this image."
"RUMEUR";"Ted Cruz said in a CPAC speech that diseases such as AIDS and cancer can be eradicated through prayer.";"March 2015";"Do you agree with this Ted Cruz statement? At this year's CPAC, he said the following: There would be less disease, less cancer and AIDS and diabetes in this country if people would simply pray. God blesses the righteous with good health and curses the wicked with sickness."
"RUMEUR";"Ted Cruz is ineligible to serve as President of the United States because he was born in Canada.";"March 2015";""
"RUMEUR";"The seven astronauts supposedly killed in the 1986 Space Shuttle Challenger explosion are quietly living out their lives in the U.S.";"April 2015";"What about this silly thing about the Challenger astronauts still being alive which I have seen floating on Facebook."
"RUMEUR";"A leaked Pentagon video reveals a government plot to vaccinate people against thoughts, ideas, and religion.";"January 2015";"Pentagon FunVax presentation on how the military can spread a virus and use a vaccine to extinguish undesirable human behavior. Behavior modification through vaccination. Say goodbye to your free will."
"RUMEUR";"The United States government was sued and found culpable for the murder of Martin Luther King, Jr., but the news media refused to report it.";"January 2015";"I was on tumblr today and I can across a post that said that the government was proven guilty of conspiring to kill MLK jr. and that the media did not cover it. Is this true? thanks for your help!"
"RUMEUR";"A Muslim terrorist disguised in a burqa was killed trying to hijack a plane in Ohio, and the media purposely did not report the foiled plot.";"January 2015";"Muslim Terrorist Killed While Trying To Hijack Airplane In U.S. And You're Not Being Told About It  is this article true?     One of Obama's Brothers! Make it VIRAL RT Muslim Terrorist Killed While Trying To Hijack Airplane"
"RUMEUR";"The government is arresting citizens for anti-Obama Facebook posts.";"October 2014";"This article claims that the government is arresting people for anti-Obama facebook posts. Can you please research whether this is true or not? It seems very unlikely to me.     Operation Vigilant Eagle. Is it true some people who have posted anti Obama comments on Facebook are being arrested?"
"RUMEUR";"The Ebola virus doesn't exist, victims of the disease previously got shots from the Red Cross, and the Ebola crisis was invented to rob Africa of her natural resources.";"October 2014";"There is an article running around saying the people contacting ebola are those getting injections from the Red Cross. Here's a link to the story I saw.     From Ghana: Ebola is not real and the only people who have gotten sick are those who got shots from the red cross.     as The Red Cross is not a US organisation this claim appears flawed, could Snopes look into it please.     Hello. Came across this article. Wanted to know its validity. It says that ebola is fake, but doesn't look like satire. Any help is greatly appreciated"
"RUMEUR";"The U.S. government is planning to implement mandatory Ebola vaccinations for all residents.";"October 2014";"Ebola vaccine is going to be mandatory for all people in the U.S. Everyone will have to carry medical cards showing that they have received the vaccine to be employed, receive driver's license, buy groceries, etc. Those who do not comply will be quarantined in segregation areas until they do."
"RUMEUR";"Senator Harry Reid and a Chinese company building a solar plant are behind a standoff between federal agents and a Nevada rancher.";"April 2014";"Site are reporting that Harry Reid is in cahoots with ENN a Chinese firm for which his son works to take over the range area in dispute with that Nevada rancher and the Bureau of Land Management. Is there any truth here?     The Bundy Ranch in NV standoff with BLM is being attributed to Harry Reid's desire to help his son secure rights for a Chinese company to build a solar energy farm in the Nevada desert.  It's making it's rounds on Facebook and, of course, the internet."
"RUMEUR";"The federal government is preventing Volkswagen's XL1 model car from being sold in the U.S. because the vehicle is too fuel-efficient.";"September 2013";"Volkswagen's New 300 MPG Car Not Allowed In America Because It Is Too Efficient  Would like to know of the article is valid."
"RUMEUR";"A passenger on Malaysia Airlines Flight 370 hid his cell phone in his rectum and used it to post a picture to the Internet after the flight was hijacked and its passengers imprisoned.";"April 2014";"This image, which appears black was posted as taken in a dark cell by an IBM engineer. The picture is black because the cell was too dark, but a critical piece of information was embedded in the Exif data, the coordinates to Diego Garcia, where the picture was taken. And it's real, this is NOT a hoax. The coordinates in the picture indicate that the photo was taken within 3 miles of what Google officially gives for Diego Garcia.  The picture posted with the following text: I have been held hostage by unknown military personal after my flight was hijacked (blindfolded). I work for IBM and I have managed to hide my cellphone in my ass during the hijack. I have been separated from the rest of the passengers and I am in a cell. My name is Philip Wood. I think I have been drugged as well and cannot think clearly."
"RUMEUR";"Malaysia Airlines Flight 370 was captured by the U.S. Navy.";"March 2014";"EXTREMELY disturbing if this is true!  Russia 'Puzzled' Over Malaysia Airlines 'Capture' By US Navy"
"RUMEUR";"Malaysia Airlines Flight 370 was made to disappear so one party could gain control of a multiply-owned patent.";"March 2014";"This was posted on facebook in a discussion of the missing Malaysia Airlines Flight:  -------------------------------------------------  Here's what you all need to know. Spread this information everywhere:  Four days after the missing flight MH370 a patent is approved by the Patent Office  4 of the 5 Patent holders are Chinese employees of Freescale Semiconductor of Austin TX.  Patent is divided up on 20% increments to 5 holders:  Peidong Wang, Suzhou, China, (20%)  Zhijun Chen, Suzhou, China, (20%)  Zhihong Cheng, Suzhou, China, (20%)  Li Ying, Suzhou, China, (20%)  Freescale Semiconductor (20%)  If a patent holder dies, then the remaining holders equally share the dividends of the deceased if not disputed in a will.  If 4 of the 5 dies, then the remaining 1 Patent holder gets 100% of the wealth of the patent.  That remaining live Patent holder is Freescale Semiconductor.  Who owns Freescale Semiconductor?  Jacob Rothschild through Blackstone (what an interesting name for a company) who owns Freescale.  Here is your motive for the missing plane. As all 4 Chinese members of the Patent were passengers on the missing plane, and that patent was the breakthrough. We have entered the future proper, and four men was just murdered so that the last, still living member can keep this for himself to either hide or profit from."
"RUMEUR";"The Israeli intelligence agency Mossad blew up Malaysia Airlines Flight MH370.";"March 2014";"Is it true that Mossad blew up the missing Malaysia airlines jet? I saw an article about that on Facebook."
"RUMEUR";"Fake, chemical-laden plastic snow has been falling on the U.S.";"January 2014";"I just saw a post that involved someone holding a lighter to snow and it turns black and doesn't melt. I believe that it must be fake.     There is viral video of poisonous black snow when melted by a lighter. Some say this is serious government conspiracy stuff, with chemtrails and geo-engineering the whole bit!"
"RUMEUR";"The Obama administration plans to displace thousands of Montana residents to give their land over to Native Americans.";"January 2014";"Is this true? ... Obama Plan to Depopulate Montana Raises Crisis Fears in Moscow? "
"RUMEUR";"The Obama administration has ordered $1 billion worth of 'disposable coffins' for use with FEMA camps or Ebola victims.";"January 2014";"Wondering if this outrageous rumor is true. I saw it on facebook:  Obama Quietly Orders One Billion Dollars Worth of Disposable FEMA Coffins"
"RUMEUR";"A series of underground atomic explosions have taken place at the crippled nuclear plant in Fukushima, Japan.";"January 2014";"An ominous edict issued from the Office of the President of Russia today to all Ministries of the Russian Government ordering that all past, present and future information relating to Japan's Fukushima Daiichi nuclear disaster now be rated at the highest classification level Of Special Importance states that this condition is immediately and urgently needed due to a series of underground nuclear explosions occurring at this crippled atomic plant on 31 December as confirmed by the Ministry of Defense (MoD).  Of Special Importance is Russia’s highest classification level and refers to information which, if released, would cause damage to the entire Russian Federation.  According to this report, MoD assests associated with the Red Banner Pacific Fleet detected two low-level underground atomic explosions occurring in the Fukushima disaster zone on 31 December, the first measuring 5.1 magnitude in intensity, followed by a smaller 3.6 magnitude explosion moments later."
"RUMEUR";"FEMA is marking mailboxes with colored dots to indicate the disposition of residents in the New World Order.";"October 2013";"Hi everyone, I've got a odd but very important question about these various mailbox stickers I see on not only my mailbox but on the mailboxes of people in my neighborhood and perhaps almost everywhere.  They are all round stickers, they are usually either as big as half dollar coins, or as small as nickels or pennies. They are either made out of a thin reflective plastic or the smaller ones I've seen are just plain paper.  Now one of the odd and scary things I have heard about these stickers is that they have been placed there by people in working in secret for not just the government but for a up coming one world government.  And that the color of the stickers refer to the fate of each person when either the one world government or martial law gets established in our country.  The red indicates that they will come after you and kill you immediately, the blue means they will take you to a concentration camp or a FEMA camp and torture you until you either obey or die.  Yellow means that they think you will mostly follow them or be no threat to them and they will just let you starve to death.  Where as pink means you are totally in obedience to them and will basically be their mind slave.  Now I personally am wondering if there is any truth to this."
"RUMEUR";"President Obama fired several military officers for disobeying his order to destroy Charleston as part of a false flag attack.";"October 2013";"Inquiring about a tactical nuke detonated underwater off the coast of SC during week ending 10-12-13. Obamba fires several generals for not detonating it closer to Charleston.     A shocking new Main Intelligence Directorate (GRU) report circulating in the Kremlin today states that President Barack Obama, while in a rage, ousted four of the United States top ranking military officers after they refused to detonate a nuclear device in/near Charleston, South Carolina this past week and, instead, exploded it off the Atlantic Coast.  According to this report, Strategic Missile Forces Command (SMF) notified both President Putin and the General Staff this past Tuesday (8 October) that at 01:58:11 GMT/UTC an atomic device was exploded in the seabed off the US Atlantic Ocean, barely 1,000 km (620 miles) from Charleston, causing a 4.5 magnitude earthquake measurement that SMF experts equate to being a 1-kiloton yield, which is equal to the power of 1,000 tons of TNT."
"RUMEUR";"Pentagon sources issued a warning to Russian officials to expect a radical change in the U.S. government soon.";"October 2013";"Was wondering if you guys could do research on this article, someone posted it from this website, I did go to it, and it is a website for European Times and I know how obscure media overseas can please please find out the truth on whether this is a scare tactic article or not.    A highly troubling urgent bulletin issued earlier today by the Ministry of Foreign Affairs (MoFA) states that it has received information from the Main Intelligence Directorate (GRU) warning to expect a radical change in the government of the United States, possibly within the next fortnight, based on information they have received from highly placed sources within the Pentagon.  According to this MoFA bulletin, GRU intelligence assests were notified by their Pentagon counterparts this past week that President Barack Obama is preparing to invoke the powers given to him under 50 USC Chapter 13 to hold that various American States are now in a state of insurrection thus allowing him to invoke the National Emergencies Act under 50 USC § 1621 and invoke the highly controversial continuity of government plan for the United States allowing him, in essence, to rule with supreme powers.http://www.eutimes.net/2013/10/pentagon-warns-to-expect-radical-change-in-us-government-soon/"
"RUMEUR";"A flurry of activity in FEMA Region 3 indicates that something big is coming.";"September 2013";"Well this is pretty creepy. According to a notice sent by Senator Sheldon R. Songstad, Ret. of South Dakota State and published, with a video, which will be shown below, titled Emergency Fema Region 3 Alert!!!, the government obviously believes something big is coming.  Region three includes, DC, DE, MD, PA, VA, WV.  The preparations listed include Nine-week training course for UN Peacekeepers in CONUS to learn Urban Warfare, English, and US weapons systems beginning 4th week of July for 386,000 troops to be completed by October 1st $11 million in antibiotics to be delivered to FEMA region III by October 1st ordered by CDC  FEMA purchase orders for over $14.2 million for MREs and heater meals to be delivered to Region III by October 1st FEMA purchase orders for 22 million pouches of emergency water to be delivered to region III by October 1st FEMA purchase orders for $13.6 million for MREs and heater meals to be delivered to Austin by October 1st 2800 MRAPs must be delivered to DHS by October 1st"
"RUMEUR";"Russian forces will be providing security at large events in the U.S.";"July 2013";"I have been told that some sort of deal between the Obama administration and the Russian govt. would allow Russian military forces to act as security, on American soil, during large, special events (such as Super Bowl) or in the case of national emergencies. Any truth here? I already know how the Constitution treats such things. Now days, it doesn't seem to matter tho.     Has FEMA struck an agreement with Russia that will provide for the Russian Military to provide crowd control at U.S. events on American Soil? This was reported as true in a post I saw on FB and reported that these soldiers would be able to fire on and kill Americans on U.S. soil."
"RUMEUR";"Russian president Vladimir Putin threatened the U.S. over the Obama administration's support of Monsanto.";"May 2013";"Are Russia and the US going to start World War III because Monsanto products are killing bees? Everyone on Facebook is outraged! Here is a link to the article with the (presumably) bogus Putin-Obama-Monsanto scandal: http://topinfopost.com/2013/05/28/russia-warns-obama-monsanto"
